#! FIELDS time com1.x com1.y com1.z com2.x com2.y com2.z com3.x com3.y com3.z com4.x com4.y com4.z
 68.000003 2.314482 4.148378 -0.968198 3.340101 0.621574 6.374257 3.976338 1.406579 3.120735 1.886671 4.102648 0.337439
 70.000003 2.323745 4.105654 -0.913633 3.479689 0.571259 6.333381 3.972699 1.502338 3.054452 1.857616 4.048337 0.399643
 72.000003 2.337390 4.154638 -0.913076 3.309160 0.642355 6.191005 3.952514 1.464797 3.186127 1.797747 3.932901 0.337039
 74.000004 2.356376 4.059323 -0.868426 3.386477 0.624338 6.285619 4.138057 1.564679 3.203522 1.883892 4.041584 0.441825
 76.000004 2.338860 3.994539 -0.855790 3.351143 0.692775 6.331654 3.989665 1.415843 9.382712 1.935210 4.070108 0.451261
 78.000004 2.285128 3.913097 -0.874022 3.442712 0.645401 6.241811 4.121889 1.425951 3.316366 1.993663 4.040987 0.611928
 80.000004 2.206189 3.924891 -1.034202 3.384300 0.523899 6.377772 3.864295 1.377257 3.248065 2.006879 3.933790 0.821119
 82.000004 2.132196 3.923182 -0.978645 3.466842 0.564482 6.317732 3.962797 1.562395 3.496930 1.967166 3.976429 0.965438
 84.000004 2.064076 4.058446 -0.925573 3.531738 0.417853 6.184150 4.217946 1.578472 3.553046 1.842391 3.937782 1.007705
 86.000004 2.101336 3.945204 -1.015199 3.715504 0.442786 6.136400 4.222925 1.498638 3.303283 1.771140 3.886504 1.109412
 88.000004 2.086232 3.947611 -0.980469 3.521340 0.389561 6.130937 4.298367 1.534262 3.398766 1.853926 3.820166 1.180080
 90.000004 2.146320 4.013533 -0.871786 3.517225 0.364191 6.172872 4.385809 1.680545 9.498157 1.886908 3.770375 1.249876
 92.000004 2.323617 4.159111 -0.823832 3.580336 0.366792 6.041922 4.256562 1.601974 3.181389 1.895793 3.824247 1.281805
 94.000004 2.414345 4.023120 -0.696457 3.615546 0.346661 5.851852 4.241898 1.534935 3.257475 1.924697 3.873657 1.340459
 96.000005 2.431227 4.081480 -0.780319 3.625442 0.394764 6.039565 4.229911 1.691120 3.224617 1.867599 3.826477 1.336704
 98.000005 2.429691 4.275857 -0.782463 3.598389 0.615085 5.897669 4.165420 1.805099 3.230931 1.839389 3.801504 1.311998
 100.000005 2.387301 4.176371 -0.827196 3.581996 0.774872 5.829683 4.160480 1.606402 3.193444 1.937955 3.834976 1.284852
