#! FIELDS time com1.x com1.y com1.z com2.x com2.y com2.z com3.x com3.y com3.z com4.x com4.y com4.z
 0.000000 4.410547 3.843034 -0.863819 3.869548 0.619556 6.249465 2.833788 0.741668 4.414554 0.957055 3.250919 6.738316
 2.000000 4.480032 3.654550 -0.847771 4.004983 0.740150 6.096577 2.760228 0.868577 4.376263 1.028369 3.320855 6.647736
 4.000000 4.529716 3.754498 -0.857003 3.975770 0.715389 6.098591 2.775527 0.835479 4.276802 1.024670 3.329776 6.574119
 6.000000 2.326761 3.781390 -0.832248 3.974462 0.674811 6.210054 2.904183 0.733932 4.253852 1.061760 3.371081 6.726850
 8.000000 -2.015038 3.884527 -0.778246 3.943866 0.693218 6.230703 2.992726 0.845118 4.227755 1.054650 3.283117 6.719076
 10.000000 -2.048392 3.858589 -0.855062 3.970956 0.678957 6.327445 3.316523 0.777794 4.086499 1.178207 3.216990 6.865259
 12.000001 -2.102325 3.957158 -0.976208 3.997944 0.674509 6.318725 3.155442 0.827839 4.011796 1.229062 3.418516 6.865955
 14.000001 -1.987305 3.925464 -0.875756 3.966157 0.569641 6.425781 2.962904 0.627212 -2.464003 1.208280 3.400052 0.576308
 16.000001 -2.011199 3.849709 -0.946667 4.001237 0.572588 6.375665 2.981487 1.017475 3.937026 1.238392 3.500640 0.664932
 18.000001 4.377143 3.921301 -0.926592 4.034902 0.605261 6.332693 2.941186 0.973717 3.846455 1.211394 3.454128 0.590873
 20.000001 -2.169642 3.939894 -0.967168 3.995665 6.761059 6.372797 2.832999 1.197187 3.728095 1.360566 3.374090 0.701324
 22.000001 4.222538 3.940252 -0.869532 4.043869 0.615806 6.374738 2.944887 1.259160 3.674620 1.497242 3.539672 0.711358
 24.000001 2.213980 3.904912 -0.858258 4.093545 0.589973 6.421688 3.098115 1.361958 -2.603242 1.342095 3.611886 0.553918
 26.000001 2.201608 3.805149 -0.647566 4.014318 0.686560 6.524041 3.030833 1.363274 -2.639762 1.511655 3.458085 6.878072
 28.000001 -2.037632 3.769010 -0.576508 4.066333 0.569071 6.533731 3.036933 1.439808 -2.594414 1.580827 3.546555 6.837945
 30.000001 -1.994057 3.739399 -0.633960 4.061760 0.606155 6.521722 3.100428 1.496324 -2.647441 1.769324 3.489676 6.759872
 32.000002 -1.933728 3.853559 -0.674541 4.107471 0.702897 6.318465 3.302288 1.361988 3.754499 1.711461 3.436731 6.777916
 34.000002 -1.964857 3.822618 -0.720224 4.040339 0.601558 6.315579 3.344787 1.386837 3.796032 1.720357 3.583108 0.513515
 36.000002 -1.955603 3.898226 -0.701976 4.052857 0.611173 6.305839 3.393678 1.523788 3.883394 1.758668 3.714528 6.871147
 38.000002 -2.018555 3.960759 -0.763130 3.953348 0.692665 6.314632 3.302232 1.563631 3.939938 1.745109 3.659563 6.745442
 40.000002 -1.979982 4.179314 -0.773702 3.930576 0.813108 6.216906 3.233074 1.481141 3.891414 1.720280 3.745032 6.724856
 42.000002 2.273221 4.223499 -0.846054 3.988914 7.042450 6.298905 3.412700 1.306750 3.937732 1.786599 3.729661 0.627245
 44.000002 2.274433 4.195359 -0.857341 4.043963 6.919971 6.241511 3.286131 1.461299 4.068397 1.677112 3.820173 6.919864
 46.000002 2.456298 4.322889 -0.794783 4.031415 6.971163 6.322203 3.149254 1.381664 4.218779 1.749466 3.864905 6.892917
 48.000002 2.488061 4.352613 -0.982353 3.905475 6.971628 6.245851 3.019956 1.263960 4.277701 1.702169 3.820025 6.823174
 50.000002 -1.965334 4.273994 -0.951287 3.738631 6.796463 6.306624 3.127372 1.318684 4.171571 1.672552 3.790701 6.821694
 52.000002 -1.909294 4.214952 -0.996853 3.726088 0.591176 6.336527 3.230824 1.366508 4.110792 1.748755 3.673133 6.741552
 54.000003 -1.938725 4.349161 -0.950835 3.730274 6.762453 6.336529 3.160952 1.478949 3.895009 1.801982 3.735840 6.708090
 56.000003 -1.841903 4.209074 -0.871028 3.675778 0.434728 6.242379 3.387932 1.598882 4.022630 1.828294 3.817381 6.577414
 58.000003 -1.860424 4.175199 -0.853649 3.559111 0.440448 6.308271 3.616842 1.649564 3.949670 1.690251 3.712993 6.807485
 60.000003 -1.959712 4.167008 -0.808356 3.624734 0.523529 6.293454 3.739799 1.765747 3.879062 1.720128 3.905092 6.876209
 62.000003 2.383207 4.183135 -0.969287 3.433755 0.724285 6.221559 3.663557 1.588512 3.632069 1.750930 3.938894 0.530927
 64.000003 -1.941463 4.119149 -0.961580 3.435719 0.740078 6.320622 3.628437 1.642513 3.180882 1.823159 3.966966 0.329992
 66.000003 2.395675 4.184521 -0.957466 3.462703 0.673796 6.377477 3.901513 1.398213 3.290377 1.907720 4.055353 0.333733
