#! FIELDS time pot boost_pot.bias t1 boost_t1.bias t2 boost_t2.bias t3 boost_t3.bias t4 boost_t4.bias d1 d2 d3
#! SET min_t1 -pi
#! SET max_t1 pi
#! SET min_t2 -pi
#! SET max_t2 pi
#! SET min_t3 -pi
#! SET max_t3 pi
#! SET min_t4 -pi
#! SET max_t4 pi
 0.000000 0.000000 0.000000 -1.651009 0.000000 -1.498304 0.000000 -1.193935 0.000000 -0.541752 0.000000 7.828301 2.110594 3.901069
 2.000000 0.000000 0.000000 -2.259763 0.000000 -3.109688 0.000000 -1.922570 0.000000 -0.288145 0.000000 7.546083 2.127296 3.764650
 4.000000 0.000000 34863.176000 -2.789928 1.402808 -1.957880 0.000000 -1.444754 1.885103 -0.562369 4.430630 7.610737 2.184931 3.816371
 6.000000 0.000000 47688.620664 -2.954530 5.151808 -1.485215 1.937443 -2.220551 4.277651 -0.339390 9.282084 7.871453 2.230632 4.057684
 8.000000 0.000000 56566.401510 -2.272270 8.185460 -1.360105 5.543593 -1.075340 2.492003 -0.217416 9.910265 9.737472 2.222508 3.988316
 10.000000 0.000000 63448.373525 -2.462209 10.812243 -1.228611 6.524935 -2.264321 7.156801 -0.611071 8.987550 9.896010 2.336641 4.271249
 12.000001 0.000000 69097.527346 -2.748811 11.086394 -1.842628 9.851565 -1.589093 9.788747 0.043631 6.063739 10.060076 2.460740 4.309149
 14.000001 0.000000 73901.618662 -2.127159 9.287470 -2.180595 6.389323 -2.099962 11.777435 -0.950982 3.300424 10.000885 8.946401 4.473348
 16.000001 0.000000 78087.299850 -2.476628 13.878030 2.738451 2.344887 -1.420306 10.686066 0.103595 7.378043 10.025241 2.680443 4.462184
 18.000001 0.000000 81799.442384 -1.950914 7.147621 -2.802394 4.615830 -1.460623 12.285062 -0.504254 14.870863 7.988147 2.741050 4.443358
 20.000001 0.000000 85136.641078 -2.829583 12.196931 -2.721475 7.060713 -1.774542 14.088336 -0.005752 12.297826 9.992250 6.269203 4.008529
 22.000001 0.000000 88169.206679 -2.092546 12.780043 -2.734005 9.559241 -2.292876 10.278075 -0.460173 16.441410 7.972661 2.985349 4.009654
 24.000001 0.000000 90949.132404 -2.600032 15.583016 -3.081556 12.342772 -2.101010 14.803961 -0.609780 14.679947 8.217007 9.112421 4.255989
 26.000001 0.000000 93515.999270 -2.175801 15.468621 2.859611 9.487242 -2.525246 6.434116 -0.193529 17.311775 8.027669 9.241237 9.863330
 28.000001 0.000000 95900.665458 -2.616369 16.371806 2.488945 4.684047 -1.606241 14.861803 -0.768381 12.204499 9.902197 9.227181 9.773844
 30.000001 0.000000 98127.672232 -2.799713 14.860892 -3.133020 14.390950 -1.830587 16.635931 -0.498521 18.293745 9.884024 9.262295 9.707874
 32.000002 0.000000 100216.869568 -2.611831 17.608690 -2.507297 9.126563 -1.444651 14.720997 -0.705433 15.036070 9.763447 2.767064 3.997041
 34.000002 0.000000 102184.547870 -2.512874 18.559680 -2.149435 11.359199 -1.741573 17.263249 -0.384281 19.962609 9.794903 2.729208 4.270515
 36.000002 0.000000 104044.246220 -2.668902 18.036371 2.817648 12.772823 -1.486971 16.238385 -0.799493 13.691898 9.798765 2.671258 4.049601
 38.000002 0.000000 105807.342519 -2.585023 19.121690 -2.837652 14.819456 -1.329882 14.762841 -0.981288 9.865071 9.820325 2.611839 3.832546
 40.000002 0.000000 107483.492761 -1.940480 10.900260 -2.317356 11.568744 -1.359981 15.996842 -1.315120 3.655533 9.753698 2.518073 3.929649
 42.000002 0.000000 109080.963645 -1.278236 0.379859 2.849139 14.207894 -2.498734 9.750217 0.120090 10.916682 7.870230 6.229399 4.412938
 44.000002 0.000000 110606.888252 -1.341659 6.865747 2.999147 16.268295 -1.617708 18.697864 -0.462872 21.046247 7.806948 5.924004 4.035355
 46.000002 0.000000 112067.465265 -0.829174 2.629247 -2.729721 14.996175 -1.033724 9.498435 -0.194282 19.856259 7.755375 6.036978 3.908568
 48.000002 0.000000 113468.116114 -1.471795 9.441281 -2.620720 14.490208 -1.901985 19.101121 0.417494 4.558860 7.817623 6.102068 3.840504
 50.000002 0.000000 114813.610293 -1.349072 11.831485 -2.657190 15.673715 -2.377328 14.345207 -0.162620 20.192825 9.569501 5.910850 3.905193
 52.000002 0.000000 116108.166318 -1.218531 12.867857 2.996366 17.117453 -1.795452 19.750813 -0.188039 20.884217 9.933164 2.408386 3.799730
 54.000003 0.000000 117355.533805 -1.502352 12.532289 3.031325 17.914331 -1.339754 17.732164 -0.045773 18.735399 9.542914 5.848125 3.854061
 56.000003 0.000000 118559.060762 -0.998541 11.358843 -2.187774 14.077074 -2.192056 18.473685 -0.923516 14.706532 9.761714 2.522974 3.725739
 58.000003 0.000000 119721.749193 -1.220902 15.498477 -2.726043 17.415352 -2.242548 18.207823 -0.365554 22.755276 9.726912 2.651092 4.017038
 60.000003 0.000000 120846.301369 -1.361439 15.974471 3.126802 19.100153 -1.792673 20.587839 -0.363307 22.984869 9.741493 2.717653 4.199851
 62.000003 0.000000 121935.158593 -1.171948 16.326066 2.365657 6.633146 -1.460811 19.796025 -0.259062 22.762008 8.048326 2.739554 4.335842
 64.000003 0.000000 122990.533878 -1.758146 12.581241 1.773949 0.563963 -1.722366 21.080998 0.123152 15.485937 9.662436 3.272536 4.097522
 66.000003 0.000000 124014.439649 -0.963017 13.145682 1.156294 0.733351 -2.548867 11.293203 0.077434 17.318016 8.201532 3.201175 4.447173
 68.000003 0.000000 125008.711355 -1.153044 17.621637 1.207201 6.983550 -1.066239 12.497168 0.383595 9.767158 8.209865 3.406822 4.402525
 70.000003 0.000000 125975.027701 -1.453760 17.131123 0.828045 4.417175 -1.228993 17.516549 -0.406867 23.665472 8.145390 3.444030 4.243076
 72.000003 0.000000 126914.928057 -1.295227 19.191052 0.021049 0.087222 -1.886257 21.506315 0.206341 15.819530 7.984261 3.181133 4.341873
 74.000004 0.000000 127829.827513 -1.561328 16.185127 1.378856 9.854805 -1.949343 21.711789 -0.219388 23.869073 8.002536 3.308842 4.340886
 76.000004 0.000000 128721.029947 -0.903719 13.327518 1.401326 11.238522 -2.448085 15.489594 0.144639 18.019028 7.974066 3.199921 9.541317
 78.000004 0.000000 129589.739414 -0.970410 16.038463 1.153438 13.122808 -1.913930 22.160950 0.455748 10.268326 7.915360 3.103025 4.322238
 80.000004 0.000000 130437.070116 -0.908350 14.995274 1.451950 12.665857 -2.293092 19.747605 0.105723 20.108549 8.239663 3.279280 3.984460
 82.000004 0.000000 131264.055146 -1.441236 19.270360 1.203932 14.963212 -2.296941 20.037525 -0.104172 23.682733 8.142436 3.032940 4.027227
 84.000004 0.000000 132071.654202 -1.325256 21.194681 0.995709 13.232727 -1.924647 22.736764 -0.461197 23.878588 8.121336 2.956455 4.205754
 86.000004 0.000000 132860.760392 -1.007798 18.567272 1.219413 16.443853 -1.493704 21.750544 0.074679 21.237601 8.125136 3.065755 4.065246
 88.000004 0.000000 133632.206274 -1.410061 20.621446 1.228936 17.024238 -2.400558 18.180718 0.573170 8.748301 8.080306 3.062494 4.015373
 90.000004 0.000000 134386.769224 -1.847967 15.140222 0.570316 5.524235 -2.330353 20.273278 0.654577 8.387617 8.051353 3.680319 8.868260
 92.000004 0.000000 135125.176217 -1.483862 19.894796 1.477688 14.958449 -2.046298 23.402187 0.188801 20.531072 7.943525 3.188355 3.757679
