probe,cluster,cluster_name,start_step,end_step,duration_steps,centroid_x,centroid_y,centroid_z,rep_frame_pdb
3,2,Pocket_2,4472,5000,529,7.2274978346368774,4.035651290130367,-2.84825655270019,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe3_cluster2_repframe_3156.pdb
4,0,Pocket_0,0,1860,1861,7.684415643857558,5.242744106242488,8.18597013005202,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe4_cluster0_repframe_297.pdb
4,0,Pocket_0,1865,5000,3136,7.684415643857558,5.242744106242488,8.18597013005202,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe4_cluster0_repframe_297.pdb
5,0,Pocket_0,0,1628,1629,10.6376046042375,7.237169813758828,8.255020058592713,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe5_cluster0_repframe_2940.pdb
5,1,Pocket_1,1630,1635,6,11.389582626229505,8.588660265573775,-0.8681104885245897,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe5_cluster1_repframe_1795.pdb
5,0,Pocket_0,1637,1640,4,10.6376046042375,7.237169813758828,8.255020058592713,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe5_cluster0_repframe_2940.pdb
5,1,Pocket_1,1642,1644,3,11.389582626229505,8.588660265573775,-0.8681104885245897,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe5_cluster1_repframe_1795.pdb
5,1,Pocket_1,1646,1654,9,11.389582626229505,8.588660265573775,-0.8681104885245897,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe5_cluster1_repframe_1795.pdb
5,0,Pocket_0,1656,1658,3,10.6376046042375,7.237169813758828,8.255020058592713,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe5_cluster0_repframe_2940.pdb
5,1,Pocket_1,1663,1721,59,11.389582626229505,8.588660265573775,-0.8681104885245897,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe5_cluster1_repframe_1795.pdb
5,1,Pocket_1,1723,1799,77,11.389582626229505,8.588660265573775,-0.8681104885245897,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe5_cluster1_repframe_1795.pdb
5,0,Pocket_0,1801,1809,9,10.6376046042375,7.237169813758828,8.255020058592713,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe5_cluster0_repframe_2940.pdb
5,1,Pocket_1,1811,1817,7,11.389582626229505,8.588660265573775,-0.8681104885245897,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe5_cluster1_repframe_1795.pdb
5,1,Pocket_1,1819,1821,3,11.389582626229505,8.588660265573775,-0.8681104885245897,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe5_cluster1_repframe_1795.pdb
5,0,Pocket_0,1823,1835,13,10.6376046042375,7.237169813758828,8.255020058592713,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe5_cluster0_repframe_2940.pdb
5,1,Pocket_1,1837,1842,6,11.389582626229505,8.588660265573775,-0.8681104885245897,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe5_cluster1_repframe_1795.pdb
5,1,Pocket_1,1844,1912,69,11.389582626229505,8.588660265573775,-0.8681104885245897,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe5_cluster1_repframe_1795.pdb
5,0,Pocket_0,1914,1923,10,10.6376046042375,7.237169813758828,8.255020058592713,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe5_cluster0_repframe_2940.pdb
5,0,Pocket_0,1930,1933,4,10.6376046042375,7.237169813758828,8.255020058592713,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe5_cluster0_repframe_2940.pdb
5,1,Pocket_1,1938,1966,29,11.389582626229505,8.588660265573775,-0.8681104885245897,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe5_cluster1_repframe_1795.pdb
5,1,Pocket_1,1970,1993,24,11.389582626229505,8.588660265573775,-0.8681104885245897,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe5_cluster1_repframe_1795.pdb
5,0,Pocket_0,1995,2023,29,10.6376046042375,7.237169813758828,8.255020058592713,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe5_cluster0_repframe_2940.pdb
5,0,Pocket_0,2028,2245,218,10.6376046042375,7.237169813758828,8.255020058592713,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe5_cluster0_repframe_2940.pdb
5,2,Pocket_2,2247,2255,9,3.3761885096463002,7.714431856913186,7.838020971061088,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe5_cluster2_repframe_4522.pdb
5,2,Pocket_2,2257,2473,217,3.3761885096463002,7.714431856913186,7.838020971061088,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe5_cluster2_repframe_4522.pdb
5,0,Pocket_0,2475,4288,1814,10.6376046042375,7.237169813758828,8.255020058592713,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe5_cluster0_repframe_2940.pdb
5,2,Pocket_2,4290,4295,6,3.3761885096463002,7.714431856913186,7.838020971061088,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe5_cluster2_repframe_4522.pdb
5,0,Pocket_0,4297,4314,18,10.6376046042375,7.237169813758828,8.255020058592713,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe5_cluster0_repframe_2940.pdb
5,0,Pocket_0,4318,4320,3,10.6376046042375,7.237169813758828,8.255020058592713,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe5_cluster0_repframe_2940.pdb
5,2,Pocket_2,4322,4327,6,3.3761885096463002,7.714431856913186,7.838020971061088,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe5_cluster2_repframe_4522.pdb
